artist,title,text,label
Ed Sheeran,Perfect,"344 ContributorsTranslationsTürkçeEspañolPortuguêsItalianoΕλληνικάDeutschFrançaisفارسیالعربيةPerfect Lyrics“Perfect” is an old-fashioned love ballad inspired by and dedicated to Ed’s then-fiancée (now wife) Cherry Seaborn. It is the fourth single from Sheeran’s 2017 album ÷. He explained his motivation for… Read More [Verse 1] I found a love for me Oh, darlin', just dive right in and follow my lead Well, I found a girl, beautiful and sweet Oh, I never knew you were the someone waitin' for me [Pre-Chorus] 'Cause we were just kids when we fell in love Not knowin' what it was I will not give you up this time But, darlin', just kiss me slow Your heart is all I own And in your eyes, you're holdin' mine [Chorus] Baby, I'm dancin' in the dark with you between my arms Barefoot on the grass while listenin' to our favourite song When you said you looked a mess, I whispered underneath my breath But you heard it, ""Darlin', you look perfect tonight"" [Verse 2] Well, I found a woman stronger than any",romantic
Ed Sheeran,Photograph,"178 ContributorsTranslationsPortuguêsΕλληνικάDeutschItalianoРусскийPhotograph Lyrics“Photograph” is the 5th radio single from x. Ed said about it that “it will be the one that will change my career path”, and hopes it will sell the album “even if the rest of the album is shit”. The song… Read More [Verse 1] Lovin' can hurt Lovin' can hurt sometimes But it's the only thing that I know And when it gets hard You know it can get hard sometimes It is the only thing that makes us feel alive [Pre-Chorus] We keep this love in a photograph We made these memories for ourselves Where our eyes are never closin' Hearts are never broken And time's forever frozen still [Chorus] So you can keep me Inside the pocket of your ripped jeans Holdin' me closer 'til our eyes meet You won't ever be alone Wait for me to come home [Verse 2] Lovin' can heal Lovin' can mend your soul And it's the only thing that I know, know I swear it will get easier Remember that with every piece of ya Mm, and it's the only thin",romantic
Ed Sheeran,Castle On The Hill,"189 ContributorsTranslationsTürkçeEspañolPortuguêsDeutschItalianoCastle On The Hill Lyrics“Castle on the Hill” is a guitar-driven pop song that pays homage to Ed Sheeran’s upbringing in the English countryside town of Framlingham, Suffolk. The song was produced by pop maestro Benny Blanco and… Read More [Verse 1] When I was six years old, I broke my leg I was runnin' from my brother and his friends And tasted the sweet perfume of the mountain grass I rolled down I was younger then, take me back to when I [Pre-Chorus] Found my heart and broke it here Made friends and lost them through the years And I've not seen the roaring fields in so long, I know I've grown But I can't wait to go home [Chorus] I'm on my way Drivin' at ninety down those country lanes Singin' to ""Tiny Dancer"" And I miss the way you make me feel and it's real We watched the sunset over the castle on the hill [Verse 2] Fifteen years old and smoking hand-rolled cigarettes Runnin' from the law through the backfields and ge",romantic
Ed Sheeran,Thinking Out Loud,"203 ContributorsTranslationsTürkçeEspañolPortuguêsItalianoΕλληνικάFrançaisDeutschСрпскиThinking Out Loud Lyrics“Thinking Out Loud” is Sheeran’s smash hit about lifelong love. Though he was just 23 when he wrote it, he imagines the love lasting well into his later years. The message resonated with fans, and it… Read More [Verse 1] When your legs don't work like they used to before And I can't sweep you off of your feet Will your mouth still remember the taste of my love? Will your eyes still smile from your cheeks? And darlin', I will be lovin' you till we're seventy And baby, my heart could still fall as hard at twenty-three [Pre-Chorus] And I'm thinkin' 'bout how People fall in love in mysterious ways Maybe just the touch of a hand Well, me, I fall in love with you every single day And I just wanna tell you I am [Chorus] So honey, now, take me into your lovin' arms Kiss me under the light of a thousand stars And place your head on my beatin' heart, I'm thinkin' out loud Maybe we found",romantic
Ed Sheeran,Supermarket Flowers,"107 ContributorsTranslationsEnglishDeutschSupermarket Flowers Lyrics“Supermarket Flowers” is Ed’s tribute to his late grandmother. Using the metaphor of an angelic persona, the lyrics focus on the positive aspects and impact left behind by one who is now deceased. Ed Sheeran… Read More [Verse 1] I took the supermarket flowers from the windowsill I threw the day-old tea from the cup Packed up the photo album Matthew had made Memories of a life that's been loved Took the get-well-soon cards and stuffed animals Poured the old ginger beer down the sink Dad always told me, ""Don't you cry when you're down"" But, Mum, there's a tear every time that I blink [Pre-Chorus] Oh, I'm in pieces, it's tearing me up, but I know A heart that's broke is a heart that's been loved [Chorus] So I'll sing Hallelujah You were an angel in the shape of my mum When I fell down, you'd be there holding me up Spread your wings as you go When God takes you back He'll say, ""Hallelujah, you're home"" [Verse 2] I fluffed ",romantic
Ed Sheeran,Happier,"120 ContributorsTranslationsEspañolPortuguêsItalianoDeutschHappier Lyrics“Happier” describes Ed’s mindset after learning that a girl he recently broke it off with has already found a new man. In an interview for the cover story of GQ’s March issue Ed let the interviewer listen to… Read More [Verse 1] Walkin' down 29th and Park I saw you in another's arm Only a month we've been apart You look happier Saw you walk inside a bar He said somethin' to make you laugh I saw that both your smiles were twice as wide as ours Yeah, you look happier, you do [Pre-Chorus] Ain't nobody hurt you like I hurt you But ain't nobody love you like I do Promise that I will not take it personal, baby If you're movin' on with someone new [Chorus] 'Cause, baby, you look happier, you do My friends told me one day I'll feel it, too And until then, I'll smile to hide the truth But I know I was happier with you [Post-Chorus] Hey-yeah, hey-yeah, hey-yeah [Verse 2] Sat in the corner of the room Everything's reminding ",romantic
Ed Sheeran,Perfect Duet,"83 ContributorsTranslationsTürkçePerfect Duet LyricsAfter a hot streak of collaborations, Beyoncé hopped onto the chart-topping guitar ballad, “Perfect,” originally by Ed Sheeran. This version is a soft acoustic ‘remix’ of the original track and also features… Read More [Verse 1: Ed Sheeran] I found a love for me Oh, darling, just dive right in and follow my lead Well, I found a girl beautiful and sweet Oh, I never knew you were the someone waitin' for me [Pre-Chorus: Ed Sheeran] 'Cause we were just kids when we fell in love Not knowin' what it was I will not give you up this time But, darling, just kiss me slow Your heart is all I own And in your eyes, you're holding mine [Chorus: Ed Sheeran] Baby, I'm dancin' in the dark with you between my arms Barefoot on the grass while listenin' to our favourite song When you said you looked a mess, I whispered underneath my breath But you heard it, darling, you look perfect tonight [Verse 2: Beyoncé] Well, I found a man stronger than anyone I kn",romantic
Ed Sheeran,Galway Girl,"115 ContributorsTranslationsEspañolPortuguêsItalianoСрпскиGalway Girl Lyrics“Galway Girl” is a blend of Irish folk tradition and Ed’s signature acoustic pop style. The lyrics depict a man and woman meeting in an Irish pub and dancing and singing the night away. In his interview for… Read More [Chorus] She played the fiddle in an Irish band But she fell in love with an English man Kissed her on the neck and then I took her by the hand Said, ""Baby, I just wanna dance"" [Verse 1] I met her on Grafton Street right outside of the bar She shared a cigarette with me while her brother played the guitar She asked me what does it mean, the Gaelic ink on your arm? Said it was one of my friend's songs, do you wanna drink on? She took Jamie as a chaser, Jack for the fun She got Arthur on the table with Johnny riding a shotgun Chatted some more, one more drink at the bar Then put Van on the jukebox, got up to dance [Chorus] You know, she played the fiddle in an Irish band But she fell in love with an",romantic
Ed Sheeran,The A Team,"190 ContributorsTranslationsDeutschItalianoУкраїнськаThe A Team LyricsSonically minimalistic and emotive, “The A Team” was Ed’s debut single, which catapulted his career to new heights. The song focuses on a girl that Ed spoke to “when [he] did a gig at a homeless shelter.”… Read More [Verse 1] White lips, pale face Breathin' in the snowflakes Burnt lungs, sour taste Light's gone, days end Struggling to pay rent Long nights, strange men [Chorus] And they say She's in the Class A Team Stuck in her daydream Been this way since eighteen, but lately Her face seems Slowly sinking, wasting Crumbling like pastries And they scream ""The worst things in life come free to us"" [Post-Chorus] 'Cause we're just under the upper hand And go mad for a couple grams And she don't wanna go outside tonight And in a pipe, she flies to the Motherland Or sells love to another man It's too cold outside For angels to fly Angels to fly [Verse 2] Ripped gloves, raincoat Tried to swim and stay afloat Dry house, wet",romantic
Taylor Swift,All Too Well (10 Minute Version) (Taylor’s Version) [From The Vault],"379 ContributorsTranslationsРусскийفارسیEspañolPortuguêsFrançaisУкраїнськаHebrewNederlandsItalianoالعربيةPolskiMagyarTürkçeAfrikaansNorsk (bokmål / riksmål)DeutschSvenskaСрпскиSlovenščinaČeskyCatalàAll Too Well (10 Minute Version) (Taylor’s Version) [From The Vault] LyricsWidely regarded as one of Swift’s best songs, “All Too Well” sees her picking up shards of memories after a gut-wrenching breakup. She jumps through time to reflect on her best and worst memories with her ex,… Read More [Verse 1] I walked through the door with you, the air was cold But somethin' 'bout it felt like home somehow And I left my scarf there at your sister's house And you've still got it in your drawer, even now [Verse 2] Oh, your sweet disposition and my wide-eyed gaze We're singin' in the car, getting lost upstate Autumn leaves fallin' down like pieces into place And I can picture it after all these days [Pre-Chorus] And I know it's long gone and That magic's not here no more And I might be okay, but I'm ",romantic
Taylor Swift,All Too Well (10 Minute Version) (Taylor’s Version) [Live Acoustic],"87 ContributorsTranslationsEspañolAll Too Well (10 Minute Version) (Taylor’s Version) [Live Acoustic] LyricsSwift’s release of “All Too Well (10 Minute Version)”—as a part of her 2021 rerelease of Red (Taylor’s Version)—was followed by the announcement of an acoustic version on Twitter, just five days after the… Read More [Verse 1] I walked through the door with you, the air was cold But something 'bout it felt like home somehow And I left my scarf there at your sister's house And you've still got it in your drawer, even now [Verse 2] Oh, your sweet disposition and my wide-eyed gaze We're singing in the car, getting lost upstate Autumn leaves falling down like pieces into place And I can picture it after all these days [Pre-Chorus] And I know it's long gone and That magic's not here no more And I might be okay, but I'm not fine at all Oh, oh, oh [Chorus] 'Cause there we are again on that little town street You almost ran the red 'cause you were lookin' over at me Wind in my hair, I was",romantic
Taylor Swift,Fortnight,"257 ContributorsTranslationsFrançaisItalianoTürkçePortuguêsEspañolالعربيةفارسیСрпскиNorsk (bokmål / riksmål)PolskiDeutschMagyarHebrewSlovenščinaไทย / Phasa ThaiМакедонскиTiếng ViệtRomânăChinese TraditionalУкраїнськаČeskyРусскийБеларускаяCatalà日本語Fortnight Lyrics“Fortnight” sees Taylor reminiscing on what could’ve been as she paints the picture of an “American town where the American Dream you thought would happen to you didn’t”. As the opener to Taylor’s eleventh… Read More [Verse 1: Taylor Swift] I was supposed to be sent away But they forgot to come and get me I was a functioning alcoholic 'Til nobody noticed my new aesthetic All of this to say I hope you're okay But you're the reason And no one here's to blame But what about your quiet treason? [Chorus: Taylor Swift] And for a fortnight there, we were forever Run into you sometimes, ask about the weather Now you're in my backyard, turned into good neighbors Your wife waters flowers, I wanna kill her [Verse 2: Taylor Swift, Taylor Sw",romantic
Taylor Swift,cardigan,"296 ContributorsTranslationsNederlandsTürkçeEspañolСрпскиРусскийRomânăPortuguêsفارسیItalianoBahasa IndonesiaMagyarDeutschFrançaisHrvatskiChinese TraditionalΕλληνικάУкраїнськаPolskiSlovenščinaالعربيةČeskyHebrewCatalà한국어cardigan LyricsAccompanied by the release of her project written and recorded during the lockdown due to COVID-19, “cardigan” is the lead single from Taylor Swift’s eighth studio album, folklore. Its music video — which… Read More [Verse 1] Vintage tee, brand new phone High heels on cobblestones When you are young, they assume you know nothing Sequin smile, black lipstick Sensual politics When you are young, they assume you know nothing [Chorus] But I knew you Dancin' in your Levi's Drunk under a streetlight, I I knew you Hand under my sweatshirt Baby, kiss it better, I [Refrain] And when I felt like I was an old cardigan Under someone's bed You put me on and said I was your favorite [Verse 2] A friend to all is a friend to none Chase two girls, lose the one When you are ",romantic
Taylor Swift,"So Long, London","211 ContributorsTranslationsTürkçePortuguêsEspañolالعربيةفارسیСрпскиFrançaisItalianoPolskiDeutschSlovenščinaTiếng ViệtNorsk (bokmål / riksmål)HebrewČeskyУкраїнськаБеларускаяChinese Traditionalไทย / Phasa ThaiМакедонскиSo Long, London Lyrics“So Long, London” is rumored to be about Taylor’s British ex-boyfriend, Joe Alywn, whom she dated from 2016 to 2023. Throughout her tragic narration, Taylor hints at the possible reasons behind their breakup.… Read More [Intro] So (So) long (Long), London (London) So (So) long (Long), London (London) So (So) long (Long), London (London) [Verse 1] I saw in my mind fairy lights through the mist I kept calm and carried the weight of the rift Pulled him in tighter each time he was driftin' away My spine split from carrying us up the hill Wet through my clothes, weary bones caught the chill I stopped tryna make him laugh, stopped tryna drill the safe [Chorus] Thinkin', ""How much sad did you think I had Did you think I had in me?"" Oh, the tragedy So long, ",romantic
Taylor Swift,The Tortured Poets Department,"154 ContributorsTranslationsTürkçePortuguêsEspañolالعربيةفارسیСрпскиFrançaisItalianoNorsk (bokmål / riksmål)PolskiDeutschČeskyCatalàБеларускаяEnglishУкраїнськаHebrewМакедонскиไทย / Phasa ThaiSlovenščinaMagyarThe Tortured Poets Department Lyrics[Verse 1] You left your typewriter at my apartment Straight from the tortured poets department I think some things I never say Like, ""Who uses typewriters anyway?"" But you're in self-sabotage mode Throwing spikes down on the road But I've seen this episode and still loved the show Who else decodes you? [Chorus] And who's gonna hold you like me? And who's gonna know you, if not me? I laughed in your face and said ""You're not Dylan Thomas, I'm not Patti Smith This ain't the Chelsea Hotel, we'rе modern idiots"" And who's gonna hold you like me? [Post-Chorus] Nobody No-fucking-body Nobody [Verse 2] You smokеd, then ate seven bars of chocolate We declared Charlie Puth should be a bigger artist I scratch your head, you fall asleep Like a tattooed golden",romantic
Taylor Swift,exile,"240 ContributorsTranslationsNederlandsTürkçeEspañolСрпскиРусскийPortuguêsفارسیItalianoMagyarDeutschFrançaisHrvatskiΕλληνικάУкраїнськаSvenskaPolskiSlovenščina中文Českyexile Lyrics“exile” describes two ex-lovers seeing each other following a break-up. Justin Vernon describes feelings of confusion about how quickly a lover moved on, while Swift offers a perspective about repeated… Read More [Verse 1: Justin Vernon] I can see you standing, honey With his arms around your body Laughin', but the joke's not funny at all And it took you five whole minutes To pack us up and leave me with it Holdin' all this love out here in the hall [Chorus: Justin Vernon] I think I've seen this film before And I didn't like the ending You're not my homeland anymore So what am I defending now? You were my town, now I'm in exile, seein' you out I think I've seen this film before [Post-Chorus: Justin Vernon] Ooh, ooh, ooh [Verse 2: Taylor Swift] I can see you starin', honey Like he's just your understudy Like you'd",romantic
Taylor Swift,Lover,"186 ContributorsTranslationsРусскийالعربيةУкраїнська中文NederlandsEspañolСрпскиRomânăPortuguêsPolskiItalianoDeutschFrançaisفارسیČeskyMagyarSlovenščinaTürkçeLover LyricsThe title track of Lover was first unveiled in Swift’s September 2019 Vogue cover story, along with a pair of lyrics from its bridge. The interviewer described the song as a “romantic, haunting, waltzy… Read More [Verse 1] We could leave the Christmas lights up 'til January And this is our place, we make the rules And there's a dazzling haze, a mysterious way about you, dear Have I known you twenty seconds or twenty years? [Chorus] Can I go where you go? Can we always be this close? Forever and ever, ah Take me out and take me home You're my, my, my, my lover [Verse 2] We could let our friends crash in the living room This is our place, we make the call And I'm highly suspicious that everyone who sees you wants you I've loved you three summers now, honey, but I want 'em all [Chorus] Can I go where you go? Can we always be ",romantic
Taylor Swift,loml,"240 ContributorsTranslationsTürkçePortuguêsEspañolالعربيةفارسیСрпскиFrançaisItalianoPolskiRomânăNorsk (bokmål / riksmål)SlovenščinaDeutschTaylor Swift - loml (תרגום לעברית)ČeskyБеларускаяУкраїнськаCatalàУкраїнськаloml LyricsTrack 12 of Taylor’s eleventh album, “The Tortured Poet’s Department”, ‘loml’, characterised in all lower-case, suggests Taylor delving into her past relationships, hence the use of the abbreviated cybertext… Read More [Verse 1] Who's gonna stop us from waltzing back into rekindled flames If we know the steps anyway? We embroidered the memories of the time I was away Stitching, ""We were just kids, babe"" I said, ""I don't mind, it takes time"" I thought I was better safe than starry-eyed I felt aglow like this Never before and never since [Chorus] If you know it in one glimpse, it's legendary You and I go from one kiss to getting married Still alivе, killing time at the cemеtery Never quite buried In your suit and tie, in the nick of time You low-down boy, you stand-up",romantic
Taylor Swift,Down Bad,"142 ContributorsTranslationsTürkçePortuguêsEspañolالعربيةفارسیСрпскиFrançaisItalianoČeskyУкраїнськаБеларускаяCatalàไทย / Phasa ThaiМакедонскиSlovenščinaNorsk (bokmål / riksmål)PolskiDeutschDown Bad Lyrics[Verse 1] Did you really beam me up In a cloud of sparkling dust Just to do experiments on? Tell me I was the chosen one Showed me that this world is bigger than us Then sent me back where I came from [Pre-Chorus] For a moment, I knew cosmic love [Chorus] Now I'm down bad, cryin' at the gym Everything comes out teenage petulance ""Fuck it if I can't have him"" ""I might just die, it would make no difference"" Down bad, wakin' up in blood Starin' at the sky, come back and pick me up Fuck it if I can't have us I might just not get up, I might stay [Post-Chorus] Down bad Fuck it if I can't have him Down bad Fuck it if I can't have him [Verse 2] Did you take all my old clothes Just to leave me here, naked and alone In a field in my same old town That somehow seems so hollow now? They'll say I'",romantic
John Legend,All of Me,"193 ContributorsTranslationsEspañolPortuguêsΕλληνικάDeutschالعربيةFrançaisAll of Me Lyrics“All of Me” is the third single from and sixth track on John Legend’s album Love in the Future (2013). Legend wrote it along with Toby Gad. It has become one of Legend’s most popular songs, earning an 8x… Read More [Verse 1] What would I do without your smart mouth? Drawing me in and you kicking me out You've got my head spinning, no kidding I can't pin you down What's goin' on in that beautiful mind? I'm on your magical mystery ride And I'm so dizzy, don't know what hit me But I'll be alright [Pre-Chorus] My head's under water, but I'm breathing fine You're crazy and I'm out of my mind [Chorus] 'Cause all of me loves all of you Love your curves and all your edges All your perfect imperfections Give your all to me, I'll give my all to you You're my end and my beginning Even when I lose, I'm winning [Post-Chorus] 'Cause I give you all of me And you give me all of you, oh-oh [Verse 2] How many times",romantic
John Legend,Ordinary People,"33 ContributorsOrdinary People Lyrics“Ordinary People” is a song by American recording artist John Legend, recorded for his debut album Get Lifted and released as the album’s second single. This song was originally being written for The Black… Read More [Intro] Oh, oh, oh, oh [Verse 1] Girl, I'm in love with you But this ain't the honeymoon We're past the infatuation phase We're right in the thick of love At times we get sick of love It seems like we argue every day I know I misbehaved And you've made your mistakes And we both still got room left to grow And though love sometimes hurts I still put you first And we'll make this thing work But I think we should take it slow [Chorus] We're just ordinary people We don't know which way to go 'Cause we're ordinary people Maybe we should take it slow [Post-Chorus] Take it slow, oh-oh, this time we'll take it slow Take it slow, oh-oh, this time we'll take it slow [Verse 2] This ain't a movie, no No fairytale conclusion, y'all It gets more conf",romantic
John Legend,Love Me Now,"46 ContributorsTranslationsPortuguêsDeutschLove Me Now Lyrics“Love Me Now” is the first single off John Legend’s fifth studio album: Darkness & Light. John provided a teaser of the song on his Instagram, afterwards, during a Facebook live broadcast from his home, John… Read More [Verse 1] Pullin' me further, further than I've been before Makin' me stronger, shakin' me right to the core Oh, I don't know what's in the stars Never heard it from above, the world isn't ours But I know what's in my heart If you ain't mine, I'll be torn apart [Chorus] I don't know who's gonna kiss you when I'm gone So I'm gonna love you now like it's all I have I know it'll kill me when it's over I don't wanna think about it, I want you to love me now I don't know who's gonna kiss you when I'm gone So I'm gonna love you now like it's all I have I know it'll kill me when it's over I don't wanna think about it, I want you to love me now [Post-Chorus] (Love me now, love me now) Oh, oh, love me now, oh, oh, oh, y",romantic
John Legend,Sin City,"137 ContributorsSin City LyricsThis song contains a sample of Rick James' “Mary Jane.” The concept for the song is not about the city of Las Vegas which goes by “Sin City,” but rather about a fictional city in which one has to commit sins… Read More [Verse 1: Travis Scott] 10 A.M., it’s Ransomnia She see the dust, it's so obvious Run from home, after tonight, we up out of it Don't go home, 'cause they just ran me up out of that All of those drunken nights, then fuckin' every night She run her mouth but can't eat right? Don't read between the line, if it get her hot it'd be white She smelled the line – baby, you know you don't need white Now look what we did now, the cops behind us Ran that red light, did you have to be mindless? SMH, we all know that cocaine killed Abel From 'The Scarlet Letter's, get by with this She stepped into hell, 'cause winter got cold Don't look in her eyes, you might see straight to her soul Don't say yes to that good, 'cause you'll never know 'Cause we lost i",romantic
John Legend,Made to Love,"28 ContributorsMade to Love LyricsThis is John Legend’s second single from Love in the Future. On August 1, 2013, John released the music video for Made To Love.[Produced by Dave Tozer, Da Internz, Kanye West & Nana Kwabena] [Chorus: John Legend] I was sent here for you We were made to love We were made to love You were sent for me too We were made to love We were made to love [Verse 1: John Legend] Ooh, I've never seen anything It's much more than you and me Extraordinary machine Ooh, I've never loved, I've never loved Never loved someone like this All I know is [Chorus: John Legend] I was sent here for you We were made to love We were made to love You were sent for me too We were made to love We were made to love [Interlude: John Legend] Ayy Ayy And I was wrong (Ah) All made for love (Ah, ayy) We were made to love (Ah, I was wrong) [Chorus: John Legend] I was sent here for you We were made to love We were made to love (Ah) You were sent for me too (Ah) We were made to love (Ah) We we",romantic
